shipment_id,quote_date,lane_id,carrier_name,nmfc_class,weight_lbs,weight_break_tier,base_cwt_rate,accessorials,accessorial_total,fuel_surcharge,quoted_rate_total
S00880,2025-01-19,DFW-IAH,Piedmont Freight Line,77.5,5284,5M,20.03,inside_delivery,150,232.88,1441.41
S00908,2025-01-19,DFW-IAH,BlueRidge LTL,65.0,5879,5M,18.73,none,0,242.26,1343.43
S00902,2025-01-25,DFW-IAH,Cardinal Motor Freight,60.0,3353,2M,17.75,none,0,130.91,725.94
S00922,2025-01-27,DFW-IAH,BlueRidge LTL,250.0,7180,5M,55.56,limited_access,85,877.57,4951.51
S00926,2025-01-27,DFW-IAH,BlueRidge LTL,55.0,6442,5M,16.23,none,0,229.98,1275.32
S00891,2025-01-28,DFW-IAH,Cardinal Motor Freight,100.0,7234,5M,26.25,none,0,417.72,2316.44
S00893,2025-01-29,DFW-IAH,Cardinal Motor Freight,100.0,3715,2M,29.4,inside_delivery,150,240.3,1482.58
S00868,2025-02-01,DFW-IAH,Piedmont Freight Line,125.0,1401,1M,42.73,none,0,131.71,730.39
S00947,2025-02-04,DFW-IAH,Crossroads Freight Co,175.0,2788,2M,53.84,limited_access,85,330.23,1916.25
S00867,2025-02-08,DFW-IAH,Piedmont Freight Line,70.0,2425,2M,21.5,none,0,114.7,636.07
S00956,2025-02-08,DFW-IAH,Crossroads Freight Co,110.0,7696,5M,23.93,none,0,405.16,2246.78
S00916,2025-02-10,DFW-IAH,BlueRidge LTL,175.0,1182,1M,59.16,none,0,153.84,853.09
S00918,2025-02-13,DFW-IAH,BlueRidge LTL,77.5,6970,5M,21.69,none,0,332.56,1844.21
S00931,2025-02-14,DFW-IAH,BlueRidge LTL,85.0,7387,5M,23.31,none,0,378.83,2100.8
S00950,2025-02-17,DFW-IAH,Crossroads Freight Co,50.0,1820,1M,23.42,none,0,93.77,519.98
S00917,2025-02-22,DFW-IAH,BlueRidge LTL,200.0,2843,2M,52.43,none,0,327.95,1818.62
S00969,2025-02-23,DFW-IAH,Crossroads Freight Co,70.0,1443,1M,28.22,none,0,89.6,496.88
S00959,2025-03-03,DFW-IAH,Crossroads Freight Co,125.0,7370,5M,30.55,limited_access,85,495.41,2832.3
S00940,2025-03-10,DFW-IAH,Palmetto Freight Systems,65.0,2496,2M,26.15,none,0,143.6,796.31
S00929,2025-03-11,DFW-IAH,BlueRidge LTL,150.0,4326,2M,49.52,liftgate,95,471.26,2708.35
S00961,2025-03-12,DFW-IAH,Crossroads Freight Co,100.0,1093,1M,42.54,none,0,102.29,567.25
S00901,2025-03-19,DFW-IAH,Cardinal Motor Freight,50.0,7746,5M,14.81,none,0,252.35,1399.41
S00910,2025-03-27,DFW-IAH,BlueRidge LTL,92.5,3887,2M,31.77,none,0,271.7,1506.71
S00900,2025-03-28,DFW-IAH,Cardinal Motor Freight,50.0,1147,1M,25.12,limited_access,85,63.39,436.52
S00887,2025-03-29,DFW-IAH,Piedmont Freight Line,100.0,6763,5M,22.94,inside_delivery,150,341.38,2043.08
S00882,2025-03-30,DFW-IAH,Piedmont Freight Line,50.0,7075,5M,14.2,none,0,221.01,1225.61
S00889,2025-03-30,DFW-IAH,Piedmont Freight Line,85.0,5028,5M,20.99,limited_access,85,232.13,1372.26
S00911,2025-04-03,DFW-IAH,BlueRidge LTL,150.0,1207,1M,51.84,none,0,137.65,763.34
S00905,2025-04-07,DFW-IAH,BlueRidge LTL,125.0,6954,5M,35.21,none,0,538.6,2986.77
S00953,2025-04-11,DFW-IAH,Crossroads Freight Co,60.0,2698,2M,22.75,none,0,135.02,748.77
S00941,2025-04-15,DFW-IAH,Palmetto Freight Systems,150.0,3413,2M,29.59,liftgate,95,222.18,1327.08
S00907,2025-04-16,DFW-IAH,BlueRidge LTL,50.0,2028,2M,20.6,none,0,91.9,509.64
S00877,2025-04-17,DFW-IAH,Piedmont Freight Line,65.0,6445,5M,17.01,none,0,241.16,1337.37
S00934,2025-04-19,DFW-IAH,BlueRidge LTL,175.0,6866,5M,42.65,none,0,644.17,3572.2
S00903,2025-04-29,DFW-IAH,BlueRidge LTL,175.0,4639,2M,52.81,none,0,538.94,2988.68
S00924,2025-05-05,DFW-IAH,BlueRidge LTL,250.0,6624,5M,50.67,none,0,738.47,4095.13
S00886,2025-05-09,DFW-IAH,Piedmont Freight Line,100.0,2925,2M,26.93,none,0,173.31,961.08
S00876,2025-05-11,DFW-IAH,Piedmont Freight Line,250.0,5492,5M,40.01,none,0,483.46,2681.0
S00909,2025-05-11,DFW-IAH,BlueRidge LTL,92.5,1186,1M,33.66,none,0,87.83,487.08
S00925,2025-05-13,DFW-IAH,BlueRidge LTL,92.5,762,M5C,40.66,none,0,68.17,378.02
S00927,2025-05-13,DFW-IAH,BlueRidge LTL,55.0,6689,5M,18.24,liftgate,95,268.36,1583.2
S00933,2025-05-17,DFW-IAH,BlueRidge LTL,70.0,1472,1M,29.91,none,0,96.85,537.06
S00962,2025-05-17,DFW-IAH,Crossroads Freight Co,85.0,525,M5C,37.6,none,0,43.43,240.86
S00869,2025-05-21,DFW-IAH,Piedmont Freight Line,100.0,2748,2M,28.05,none,0,169.6,940.51
S00958,2025-05-24,DFW-IAH,Crossroads Freight Co,110.0,6599,5M,32.3,liftgate,95,468.9,2695.27
S00883,2025-05-26,DFW-IAH,Piedmont Freight Line,125.0,3657,2M,35.59,none,0,286.34,1587.87
S00875,2025-06-03,DFW-IAH,Piedmont Freight Line,175.0,7450,5M,35.7,inside_delivery,150,585.16,3394.98
S00948,2025-06-03,DFW-IAH,Crossroads Freight Co,65.0,1235,1M,27.91,none,0,75.82,420.48
S00936,2025-06-04,DFW-IAH,Palmetto Freight Systems,55.0,5546,5M,16.92,residential,110,206.5,1255.16
S00968,2025-06-09,DFW-IAH,Crossroads Freight Co,55.0,5043,5M,16.56,liftgate;residential,205,183.67,1223.54
S00966,2025-06-10,DFW-IAH,Crossroads Freight Co,150.0,1384,1M,48.41,none,0,147.4,817.4
S00920,2025-06-12,DFW-IAH,BlueRidge LTL,125.0,2667,2M,35.59,residential;inside_delivery,260,208.8,1417.88
S00921,2025-06-13,DFW-IAH,BlueRidge LTL,125.0,2707,2M,38.4,limited_access,85,228.72,1353.33
S00914,2025-06-16,DFW-IAH,BlueRidge LTL,60.0,1591,1M,25.77,none,0,90.2,500.19
S00895,2025-06-17,DFW-IAH,Cardinal Motor Freight,60.0,3821,2M,20.19,none,0,169.71,941.13
S00944,2025-06-17,DFW-IAH,Palmetto Freight Systems,70.0,6120,5M,16.58,none,0,223.19,1237.66
S00862,2025-06-20,DFW-IAH,Piedmont Freight Line,50.0,4471,2M,18.25,none,0,179.49,995.36
S00872,2025-06-24,DFW-IAH,Piedmont Freight Line,60.0,3505,2M,18.77,none,0,144.71,802.5
S00951,2025-06-30,DFW-IAH,Crossroads Freight Co,55.0,1918,1M,21.36,none,0,90.15,499.91
S00932,2025-07-01,DFW-IAH,BlueRidge LTL,77.5,3845,2M,24.34,limited_access,85,205.93,1226.99
S00954,2025-07-02,DFW-IAH,Crossroads Freight Co,100.0,5177,5M,28.3,residential,110,322.3,1897.32
S00949,2025-07-03,DFW-IAH,Crossroads Freight Co,70.0,7668,5M,20.19,none,0,340.62,1888.88
S00874,2025-07-06,DFW-IAH,Piedmont Freight Line,125.0,7502,5M,29.67,liftgate,95,489.75,2810.91
S00894,2025-07-12,DFW-IAH,Cardinal Motor Freight,60.0,5876,5M,17.72,liftgate,95,229.09,1365.39
S00957,2025-07-12,DFW-IAH,Crossroads Freight Co,55.0,3360,2M,19.25,none,0,142.29,789.09
S00912,2025-07-17,DFW-IAH,BlueRidge LTL,92.5,4545,2M,26.51,none,0,265.03,1469.72
S00939,2025-07-18,DFW-IAH,Palmetto Freight Systems,125.0,5406,5M,24.2,none,0,287.82,1596.1
S00881,2025-07-26,DFW-IAH,Piedmont Freight Line,150.0,6165,5M,29.05,limited_access,85,394.0,2269.93
S00892,2025-08-02,DFW-IAH,Cardinal Motor Freight,150.0,7876,5M,31.9,none,0,552.7,3064.97
S00938,2025-08-02,DFW-IAH,Palmetto Freight Systems,50.0,2515,2M,20.72,none,0,114.62,635.62
S00923,2025-08-16,DFW-IAH,BlueRidge LTL,50.0,2516,2M,19.87,inside_delivery,150,110.0,760.0
S00879,2025-08-21,DFW-IAH,Piedmont Freight Line,125.0,1800,1M,44.67,liftgate,95,176.9,1076.0
S00963,2025-09-02,DFW-IAH,Crossroads Freight Co,110.0,7979,5M,29.82,none,0,523.52,2903.15
S00866,2025-09-04,DFW-IAH,Piedmont Freight Line,110.0,7731,5M,24.73,none,0,420.6,2332.45
S00965,2025-09-04,DFW-IAH,Crossroads Freight Co,77.5,3862,2M,25.18,liftgate,95,213.91,1281.21
S00937,2025-09-08,DFW-IAH,Palmetto Freight Systems,250.0,343,L5C,88.82,residential,110,67.02,481.68
S00946,2025-09-12,DFW-IAH,Palmetto Freight Systems,200.0,7226,5M,49.3,none,0,783.67,4345.81
S00888,2025-09-15,DFW-IAH,Piedmont Freight Line,77.5,5596,5M,17.29,none,0,212.82,1180.17
S00943,2025-09-16,DFW-IAH,Palmetto Freight Systems,100.0,2344,2M,30.87,liftgate,95,159.18,977.73
S00960,2025-09-20,DFW-IAH,Crossroads Freight Co,125.0,7470,5M,29.89,none,0,491.21,2723.99
S00970,2025-09-21,DFW-IAH,Crossroads Freight Co,77.5,4618,2M,28.87,none,0,293.31,1626.54
S00885,2025-10-01,DFW-IAH,Piedmont Freight Line,250.0,3845,2M,56.42,liftgate,95,477.28,2741.74
S00899,2025-10-03,DFW-IAH,Cardinal Motor Freight,250.0,3761,2M,60.87,residential,110,503.65,2902.97
S00898,2025-10-07,DFW-IAH,Cardinal Motor Freight,65.0,4655,2M,23.03,none,0,235.86,1307.95
S00906,2025-10-09,DFW-IAH,BlueRidge LTL,100.0,5801,5M,28.73,none,0,366.64,2033.2
S00952,2025-10-15,DFW-IAH,Crossroads Freight Co,92.5,1035,1M,36.0,none,0,81.98,454.61
S00864,2025-10-18,DFW-IAH,Piedmont Freight Line,92.5,2769,2M,28.0,inside_delivery;limited_access,235,170.57,1180.9
S00897,2025-10-22,DFW-IAH,Cardinal Motor Freight,55.0,2052,2M,19.44,liftgate;residential,205,87.74,691.57
S00884,2025-11-07,DFW-IAH,Piedmont Freight Line,125.0,7474,5M,25.4,none,0,417.65,2316.03
S00861,2025-11-11,DFW-IAH,Piedmont Freight Line,55.0,3495,2M,20.4,none,0,156.87,869.93
S00942,2025-11-11,DFW-IAH,Palmetto Freight Systems,60.0,1589,1M,22.26,none,0,77.83,431.62
S00878,2025-11-13,DFW-IAH,Piedmont Freight Line,125.0,6077,5M,30.11,none,0,402.58,2232.46
S00928,2025-11-13,DFW-IAH,BlueRidge LTL,77.5,5397,5M,20.67,none,0,245.44,1361.09
S00964,2025-11-26,DFW-IAH,Crossroads Freight Co,250.0,5054,5M,44.49,none,0,494.68,2743.25
S00870,2025-11-28,DFW-IAH,Piedmont Freight Line,60.0,6283,5M,16.82,liftgate,95,232.48,1384.21
S00945,2025-11-30,DFW-IAH,Palmetto Freight Systems,77.5,4891,2M,19.53,none,0,210.12,1165.22
S00913,2025-12-01,DFW-IAH,BlueRidge LTL,100.0,1912,1M,34.53,none,0,145.26,805.53
S00967,2025-12-03,DFW-IAH,Crossroads Freight Co,55.0,1034,1M,22.49,none,0,51.17,283.74
S00919,2025-12-06,DFW-IAH,BlueRidge LTL,55.0,5608,5M,20.09,none,0,247.91,1374.77
S00865,2025-12-07,DFW-IAH,Piedmont Freight Line,100.0,4143,2M,28.84,none,0,262.9,1457.9
S00873,2025-12-11,DFW-IAH,Piedmont Freight Line,77.5,1650,1M,26.04,none,0,94.53,524.19
S00863,2025-12-16,DFW-IAH,Piedmont Freight Line,50.0,2149,2M,18.86,none,0,89.18,494.57
S00871,2025-12-16,DFW-IAH,Piedmont Freight Line,85.0,714,M5C,33.73,none,0,52.99,293.83
S00915,2025-12-22,DFW-IAH,BlueRidge LTL,100.0,6996,5M,26.49,liftgate;inside_delivery,245,407.77,2506.28
S00935,2025-12-27,DFW-IAH,BlueRidge LTL,200.0,4892,2M,46.91,residential,110,504.91,2909.95
S00955,2025-12-28,DFW-IAH,Crossroads Freight Co,70.0,6343,5M,17.81,none,0,248.47,1377.86
S00930,2025-12-29,DFW-IAH,BlueRidge LTL,200.0,4672,2M,54.4,inside_delivery,150,559.15,3250.76
S00218,2025-01-05,GSO-BNA,Palmetto Freight Systems,77.5,2189,2M,18.16,none,0,87.46,485.01
S00178,2025-01-11,GSO-BNA,Cardinal Motor Freight,85.0,3719,2M,22.48,none,0,183.93,1019.98
S00192,2025-01-16,GSO-BNA,Cardinal Motor Freight,175.0,2164,2M,35.69,none,0,169.9,942.17
S00182,2025-01-18,GSO-BNA,Cardinal Motor Freight,200.0,3241,2M,40.66,none,0,289.94,1607.85
S00199,2025-01-25,GSO-BNA,BlueRidge LTL,175.0,773,M5C,50.1,none,0,85.21,472.51
S00156,2025-01-27,GSO-BNA,Piedmont Freight Line,70.0,2261,2M,18.14,limited_access,85,90.25,585.47
S00223,2025-01-31,GSO-BNA,Palmetto Freight Systems,50.0,673,M5C,15.94,limited_access,85,23.6,215.85
S00205,2025-02-01,GSO-BNA,Palmetto Freight Systems,70.0,6634,5M,15.56,liftgate,95,227.03,1354.0
S00235,2025-02-06,GSO-BNA,Crossroads Freight Co,100.0,6124,5M,19.61,liftgate,95,264.17,1559.96
S00175,2025-02-14,GSO-BNA,Cardinal Motor Freight,50.0,5687,5M,12.44,inside_delivery,150,155.58,1012.77
S00159,2025-02-18,GSO-BNA,Piedmont Freight Line,50.0,4543,2M,12.74,residential,110,127.33,816.11
S00209,2025-02-18,GSO-BNA,Palmetto Freight Systems,250.0,3313,2M,46.81,none,0,341.21,1892.16
S00219,2025-02-24,GSO-BNA,Palmetto Freight Systems,55.0,5089,5M,11.9,none,0,133.19,738.59
S00215,2025-03-05,GSO-BNA,Palmetto Freight Systems,60.0,1545,1M,20.39,none,0,69.3,384.28
S00216,2025-03-13,GSO-BNA,Palmetto Freight Systems,65.0,4287,2M,19.5,none,0,183.95,1020.11
S00158,2025-03-18,GSO-BNA,Piedmont Freight Line,92.5,1295,1M,24.95,liftgate;inside_delivery,245,71.08,639.17
S00212,2025-03-20,GSO-BNA,Palmetto Freight Systems,150.0,2597,2M,27.44,none,0,156.8,869.53
S00222,2025-03-24,GSO-BNA,Palmetto Freight Systems,150.0,6282,5M,23.41,none,0,323.49,1793.91
S00200,2025-03-26,GSO-BNA,BlueRidge LTL,70.0,698,M5C,24.38,none,0,37.43,207.59
S00179,2025-03-27,GSO-BNA,Cardinal Motor Freight,175.0,1276,1M,41.99,none,0,117.87,653.62
S00172,2025-03-28,GSO-BNA,Cardinal Motor Freight,70.0,2702,2M,18.87,none,0,112.14,621.88
S00188,2025-03-30,GSO-BNA,Cardinal Motor Freight,125.0,293,L5C,43.41,residential,110,27.98,265.19
S00196,2025-04-04,GSO-BNA,BlueRidge LTL,50.0,1550,1M,18.28,none,0,62.34,345.71
S00190,2025-04-10,GSO-BNA,Cardinal Motor Freight,175.0,6453,5M,26.37,none,0,374.41,2076.26
S00214,2025-04-21,GSO-BNA,Palmetto Freight Systems,250.0,5606,5M,29.43,none,0,362.95,2012.72
S00151,2025-04-24,GSO-BNA,Piedmont Freight Line,200.0,1955,1M,44.84,none,0,192.84,1069.37
S00176,2025-04-26,GSO-BNA,Cardinal Motor Freight,70.0,7502,5M,14.46,liftgate,95,238.73,1418.89
S00210,2025-04-26,GSO-BNA,Palmetto Freight Systems,77.5,2612,2M,16.35,none,0,93.95,521.02
S00227,2025-04-28,GSO-BNA,Palmetto Freight Systems,100.0,7811,5M,16.91,liftgate,95,290.67,1706.9
S00163,2025-05-01,GSO-BNA,Cardinal Motor Freight,100.0,1437,1M,30.74,none,0,97.2,539.0
S00161,2025-05-04,GSO-BNA,Piedmont Freight Line,175.0,5695,5M,27.88,none,0,349.31,1937.07
S00152,2025-05-15,GSO-BNA,Piedmont Freight Line,110.0,7168,5M,19.99,inside_delivery,150,315.25,1898.19
S00224,2025-05-22,GSO-BNA,Palmetto Freight Systems,125.0,5323,5M,22.81,inside_delivery,150,267.1,1631.18
S00220,2025-05-24,GSO-BNA,Palmetto Freight Systems,200.0,1327,1M,42.91,none,0,125.28,694.72
S00167,2025-05-25,GSO-BNA,Cardinal Motor Freight,65.0,5922,5M,13.89,limited_access,85,180.94,1088.37
S00165,2025-06-02,GSO-BNA,Cardinal Motor Freight,55.0,5278,5M,12.76,residential,110,148.12,931.4
S00217,2025-06-02,GSO-BNA,Palmetto Freight Systems,85.0,4275,2M,16.66,none,0,156.73,869.12
S00194,2025-06-04,GSO-BNA,Cardinal Motor Freight,92.5,2924,2M,22.13,none,0,142.34,789.32
S00166,2025-06-05,GSO-BNA,Cardinal Motor Freight,250.0,2172,2M,38.6,none,0,184.47,1022.97
S00183,2025-06-09,GSO-BNA,Cardinal Motor Freight,100.0,6951,5M,18.9,liftgate,95,288.98,1697.51
S00186,2025-06-19,GSO-BNA,Cardinal Motor Freight,60.0,1934,1M,20.78,liftgate,95,88.4,585.22
S00195,2025-06-22,GSO-BNA,Cardinal Motor Freight,110.0,6504,5M,19.96,none,0,285.66,1584.1
S00174,2025-06-23,GSO-BNA,Cardinal Motor Freight,100.0,1461,1M,23.74,residential,110,76.31,533.18
S00157,2025-06-25,GSO-BNA,Piedmont Freight Line,55.0,3917,2M,13.09,limited_access,85,112.77,710.37
S00180,2025-07-01,GSO-BNA,Cardinal Motor Freight,250.0,1540,1M,53.25,none,0,180.4,1000.38
S00153,2025-07-13,GSO-BNA,Piedmont Freight Line,250.0,3851,2M,40.04,residential,110,339.26,1991.37
S00233,2025-07-17,GSO-BNA,Crossroads Freight Co,55.0,1184,1M,19.31,none,0,50.29,278.88
S00184,2025-07-18,GSO-BNA,Cardinal Motor Freight,55.0,6133,5M,11.88,none,0,160.32,889.06
S00185,2025-07-19,GSO-BNA,Cardinal Motor Freight,100.0,2727,2M,25.56,none,0,153.37,850.52
S00211,2025-07-20,GSO-BNA,Palmetto Freight Systems,60.0,3279,2M,14.88,liftgate;residential,205,107.36,800.35
S00164,2025-07-22,GSO-BNA,Cardinal Motor Freight,200.0,2794,2M,38.0,none,0,233.61,1295.46
S00234,2025-07-30,GSO-BNA,Crossroads Freight Co,175.0,5985,5M,31.53,none,0,415.17,2302.31
S00229,2025-08-12,GSO-BNA,Crossroads Freight Co,55.0,1155,1M,18.94,none,0,48.12,266.82
S00169,2025-08-19,GSO-BNA,Cardinal Motor Freight,150.0,3163,2M,34.56,none,0,240.51,1333.76
S00162,2025-08-23,GSO-BNA,Cardinal Motor Freight,250.0,778,M5C,57.97,none,0,99.22,550.23
S00155,2025-08-26,GSO-BNA,Piedmont Freight Line,100.0,159,L5C,36.74,none,0,12.85,71.28
S00225,2025-08-30,GSO-BNA,Palmetto Freight Systems,250.0,2477,2M,50.32,none,0,274.2,1520.58
S00189,2025-09-02,GSO-BNA,Cardinal Motor Freight,125.0,3133,2M,27.86,none,0,192.03,1064.87
S00236,2025-09-09,GSO-BNA,Crossroads Freight Co,110.0,5311,5M,19.32,none,0,225.7,1251.59
S00187,2025-09-19,GSO-BNA,Cardinal Motor Freight,60.0,4407,2M,14.08,none,0,136.52,757.05
S00197,2025-09-19,GSO-BNA,BlueRidge LTL,175.0,4816,2M,39.1,none,0,414.23,2297.11
S00232,2025-09-23,GSO-BNA,Crossroads Freight Co,150.0,572,M5C,45.3,none,0,57.01,316.13
S00213,2025-10-03,GSO-BNA,Palmetto Freight Systems,200.0,4880,2M,32.42,none,0,348.11,1930.41
S00226,2025-10-08,GSO-BNA,Palmetto Freight Systems,92.5,2230,2M,19.41,liftgate;residential,205,95.24,733.17
S00231,2025-10-11,GSO-BNA,Crossroads Freight Co,110.0,6555,5M,21.13,none,0,304.68,1689.58
S00204,2025-10-15,GSO-BNA,BlueRidge LTL,92.5,6183,5M,19.83,none,0,269.68,1495.52
S00191,2025-10-17,GSO-BNA,Cardinal Motor Freight,65.0,6611,5M,12.83,none,0,186.64,1035.03
S00154,2025-10-18,GSO-BNA,Piedmont Freight Line,85.0,5065,5M,15.92,residential,110,177.42,1093.88
S00228,2025-10-24,GSO-BNA,Palmetto Freight Systems,65.0,2448,2M,14.75,none,0,79.44,440.54
S00207,2025-10-26,GSO-BNA,Palmetto Freight Systems,77.5,7367,5M,15.55,none,0,251.98,1397.34
S00208,2025-10-26,GSO-BNA,Palmetto Freight Systems,60.0,5443,5M,12.83,none,0,153.58,851.69
S00202,2025-10-27,GSO-BNA,BlueRidge LTL,175.0,5134,5M,35.29,none,0,398.61,2210.48
S00171,2025-11-10,GSO-BNA,Cardinal Motor Freight,250.0,4804,2M,50.57,liftgate,95,534.48,3058.94
S00170,2025-11-14,GSO-BNA,Cardinal Motor Freight,200.0,7775,5M,32.05,none,0,548.27,3040.38
S00206,2025-11-15,GSO-BNA,Palmetto Freight Systems,125.0,2026,2M,30.64,none,0,136.59,757.46
S00193,2025-11-27,GSO-BNA,Cardinal Motor Freight,110.0,1031,1M,34.99,none,0,79.37,440.15
S00198,2025-11-27,GSO-BNA,BlueRidge LTL,50.0,274,L5C,23.16,none,0,13.96,77.43
S00168,2025-11-30,GSO-BNA,Cardinal Motor Freight,65.0,7006,5M,15.39,none,0,237.26,1315.7
S00221,2025-12-06,GSO-BNA,Palmetto Freight Systems,77.5,3230,2M,18.97,none,0,134.78,747.41
S00181,2025-12-10,GSO-BNA,Cardinal Motor Freight,50.0,6672,5M,11.85,liftgate,95,173.97,1059.72
S00173,2025-12-13,GSO-BNA,Cardinal Motor Freight,60.0,3619,2M,15.24,none,0,121.31,672.74
S00160,2025-12-14,GSO-BNA,Piedmont Freight Line,85.0,1726,1M,22.61,inside_delivery,150,85.87,626.2
S00201,2025-12-16,GSO-BNA,BlueRidge LTL,110.0,2764,2M,28.4,none,0,172.7,957.72
S00177,2025-12-22,GSO-BNA,Cardinal Motor Freight,50.0,4739,2M,13.16,inside_delivery,150,137.2,910.85
S00203,2025-12-29,GSO-BNA,BlueRidge LTL,150.0,2878,2M,36.58,none,0,231.62,1284.43
S00230,2025-12-29,GSO-BNA,Crossroads Freight Co,77.5,2299,2M,18.94,limited_access,85,95.78,616.14
S00997,2025-01-04,JFK-BOS,BlueRidge LTL,85.0,584,M5C,34.84,none,0,44.77,248.26
S00998,2025-01-06,JFK-BOS,BlueRidge LTL,92.5,6245,5M,26.3,none,0,361.31,2003.62
S01020,2025-01-12,JFK-BOS,Palmetto Freight Systems,110.0,471,L5C,49.51,none,0,51.3,284.5
S01023,2025-01-26,JFK-BOS,Palmetto Freight Systems,125.0,7513,5M,31.7,none,0,523.92,2905.36
S01004,2025-01-30,JFK-BOS,BlueRidge LTL,175.0,1043,1M,61.55,none,0,141.24,783.25
S01014,2025-02-08,JFK-BOS,BlueRidge LTL,55.0,1066,1M,25.86,none,0,60.64,336.28
S01002,2025-02-17,JFK-BOS,BlueRidge LTL,50.0,1886,1M,25.67,inside_delivery,150,106.5,740.58
S01009,2025-02-17,JFK-BOS,BlueRidge LTL,77.5,4309,2M,27.68,residential,110,262.41,1565.2
S00983,2025-03-13,JFK-BOS,Cardinal Motor Freight,65.0,1156,1M,22.89,none,0,58.22,322.88
S00987,2025-03-22,JFK-BOS,Cardinal Motor Freight,65.0,7051,5M,15.27,residential,110,236.82,1423.25
S00988,2025-03-27,JFK-BOS,BlueRidge LTL,110.0,5270,5M,28.83,residential,110,334.28,1963.75
S00977,2025-03-28,JFK-BOS,Cardinal Motor Freight,85.0,393,L5C,44.35,inside_delivery,150,38.35,362.65
S00989,2025-04-01,JFK-BOS,BlueRidge LTL,200.0,2264,2M,54.24,none,0,270.15,1498.08
S00974,2025-04-22,JFK-BOS,Piedmont Freight Line,250.0,3937,2M,57.29,liftgate,95,496.24,2846.89
S01012,2025-04-24,JFK-BOS,BlueRidge LTL,110.0,2273,2M,36.21,none,0,181.08,1004.19
S01005,2025-04-29,JFK-BOS,BlueRidge LTL,60.0,2615,2M,21.16,residential,110,121.71,784.93
S00985,2025-05-02,JFK-BOS,Cardinal Motor Freight,77.5,3117,2M,24.74,none,0,169.63,940.69
S01021,2025-05-11,JFK-BOS,Palmetto Freight Systems,92.5,5731,5M,19.85,none,0,250.32,1388.14
S01006,2025-05-12,JFK-BOS,BlueRidge LTL,150.0,2797,2M,45.21,none,0,278.2,1542.73
S01018,2025-05-19,JFK-BOS,Palmetto Freight Systems,70.0,233,L5C,38.53,inside_delivery,150,19.75,259.53
S01001,2025-05-29,JFK-BOS,BlueRidge LTL,85.0,740,M5C,37.88,none,0,61.67,341.97
S01017,2025-05-29,JFK-BOS,Palmetto Freight Systems,77.5,3732,2M,23.73,none,0,194.8,1080.23
S00990,2025-06-07,JFK-BOS,BlueRidge LTL,55.0,2167,2M,22.68,liftgate;inside_delivery,245,108.13,844.61
S00982,2025-06-12,JFK-BOS,Cardinal Motor Freight,100.0,3641,2M,30.77,liftgate;residential,205,246.47,1571.81
S01003,2025-06-13,JFK-BOS,BlueRidge LTL,100.0,6517,5M,28.88,none,0,414.01,2295.89
S00981,2025-06-19,JFK-BOS,Cardinal Motor Freight,110.0,1787,1M,36.89,none,0,145.04,804.29
S01024,2025-06-27,JFK-BOS,Palmetto Freight Systems,250.0,6691,5M,43.82,none,0,645.04,3577.03
S00999,2025-06-30,JFK-BOS,BlueRidge LTL,65.0,1910,1M,25.44,residential,110,106.9,702.81
S01000,2025-07-03,JFK-BOS,BlueRidge LTL,60.0,1798,1M,23.33,none,0,92.29,511.78
S00972,2025-07-12,JFK-BOS,Piedmont Freight Line,110.0,6987,5M,26.22,none,0,402.97,2234.63
S00984,2025-07-12,JFK-BOS,Cardinal Motor Freight,250.0,785,M5C,76.16,none,0,131.54,729.43
S00979,2025-07-17,JFK-BOS,Cardinal Motor Freight,60.0,4499,2M,21.17,residential,110,209.49,1271.73
S00991,2025-07-17,JFK-BOS,BlueRidge LTL,92.5,2995,2M,33.32,residential,110,219.57,1327.62
S00992,2025-07-24,JFK-BOS,BlueRidge LTL,85.0,5861,5M,25.01,none,0,322.53,1788.57
S00980,2025-07-25,JFK-BOS,Cardinal Motor Freight,92.5,1560,1M,33.34,none,0,114.42,634.49
S00973,2025-07-31,JFK-BOS,Piedmont Freight Line,92.5,4173,2M,26.52,none,0,243.45,1350.02
S01013,2025-08-11,JFK-BOS,BlueRidge LTL,110.0,2686,2M,34.26,none,0,202.47,1122.8
S00986,2025-08-19,JFK-BOS,Cardinal Motor Freight,85.0,6033,5M,20.72,none,0,275.01,1525.07
S00978,2025-08-22,JFK-BOS,Cardinal Motor Freight,77.5,4717,2M,24.77,liftgate,95,257.03,1520.33
S00994,2025-09-06,JFK-BOS,BlueRidge LTL,50.0,3848,2M,19.35,none,0,163.78,908.22
S00976,2025-09-11,JFK-BOS,Cardinal Motor Freight,65.0,2227,2M,22.46,residential;inside_delivery,260,110.02,870.13
S00971,2025-09-23,JFK-BOS,Piedmont Freight Line,125.0,6822,5M,29.49,limited_access,85,442.53,2539.04
S01007,2025-09-24,JFK-BOS,BlueRidge LTL,92.5,3003,2M,31.46,none,0,207.83,1152.5
S01011,2025-10-04,JFK-BOS,BlueRidge LTL,70.0,7863,5M,19.19,none,0,331.99,1841.05
S01008,2025-10-14,JFK-BOS,BlueRidge LTL,85.0,5358,5M,23.64,none,0,278.68,1545.42
S00995,2025-10-16,JFK-BOS,BlueRidge LTL,175.0,4974,2M,49.64,liftgate;residential,205,543.21,3217.35
S01016,2025-10-21,JFK-BOS,Palmetto Freight Systems,65.0,6767,5M,19.66,none,0,292.71,1623.24
