shipment_id,quote_date,lane_id,carrier_name,nmfc_class,class_band,weight_lbs,base_cwt_rate,benchmark_loo,other_quotes,rate_index_loo
S00174,2025-06-23,GSO-BNA,Cardinal Motor Freight,100.0,mid,1461,23.74,19.32,18,122.9
S00193,2025-11-27,GSO-BNA,Cardinal Motor Freight,110.0,mid,1031,34.99,19.32,18,181.1
S00194,2025-06-04,GSO-BNA,Cardinal Motor Freight,92.5,mid,2924,22.13,19.32,18,114.5
S00185,2025-07-19,GSO-BNA,Cardinal Motor Freight,100.0,mid,2727,25.56,19.32,18,132.3
S00283,2025-08-04,ATL-MCO,BlueRidge LTL,77.5,mid,3561,20.82,23.8,18,87.5
S00279,2025-05-05,ATL-MCO,BlueRidge LTL,100.0,mid,6622,21.61,23.8,18,90.8
S00278,2025-06-21,ATL-MCO,BlueRidge LTL,92.5,mid,5673,19.3,23.8,18,81.1
S00275,2025-06-03,ATL-MCO,BlueRidge LTL,77.5,mid,1929,22.4,23.8,18,94.1
S00280,2025-08-01,ATL-MCO,BlueRidge LTL,92.5,mid,1604,29.83,23.8,18,125.3
S00277,2025-06-14,ATL-MCO,BlueRidge LTL,100.0,mid,6739,20.84,23.8,18,87.6
S00706,2025-06-05,ORD-DFW,BlueRidge LTL,250.0,vhigh,2994,40.98,30.08,18,136.2
S00711,2025-09-07,ORD-DFW,Palmetto Freight Systems,250.0,vhigh,346,54.24,30.08,18,180.3
S00892,2025-08-02,DFW-IAH,Cardinal Motor Freight,150.0,high,7876,31.9,32.5,18,98.2
S00490,2025-11-02,ATL-EWR,Crossroads Freight Co,250.0,vhigh,901,48.36,33.48,18,144.4
S00489,2025-11-17,ATL-EWR,Crossroads Freight Co,250.0,vhigh,3252,35.66,33.48,18,106.5
S00492,2025-12-11,ATL-EWR,Crossroads Freight Co,175.0,vhigh,3276,30.72,33.48,18,91.8
S00388,2025-06-14,CLT-CMH,Crossroads Freight Co,200.0,vhigh,5488,30.71,35.48,18,86.6
S00398,2025-02-08,CLT-CMH,Crossroads Freight Co,175.0,vhigh,2513,36.93,35.48,18,104.1
S00393,2025-05-20,CLT-CMH,Crossroads Freight Co,175.0,vhigh,3484,37.94,35.48,18,106.9
S00406,2025-03-23,CLT-CMH,Crossroads Freight Co,200.0,vhigh,1451,49.15,35.48,18,138.5
S00404,2025-03-25,CLT-CMH,Crossroads Freight Co,250.0,vhigh,4942,38.25,35.48,18,107.8
S00395,2025-12-01,CLT-CMH,Crossroads Freight Co,200.0,vhigh,2438,39.17,35.48,18,110.4
S00305,2025-05-11,CLT-CMH,Cardinal Motor Freight,175.0,vhigh,4913,35.48,37.94,18,93.5
S00293,2025-04-28,CLT-CMH,Cardinal Motor Freight,200.0,vhigh,6432,30.82,37.94,18,81.2
S00301,2025-07-24,CLT-CMH,Cardinal Motor Freight,250.0,vhigh,6365,34.72,37.94,18,91.5
S00319,2025-02-06,CLT-CMH,Cardinal Motor Freight,200.0,vhigh,342,62.04,37.94,18,163.5
S00302,2025-12-18,CLT-CMH,Cardinal Motor Freight,250.0,vhigh,5552,37.5,37.94,18,98.8
S00299,2025-01-17,CLT-CMH,Cardinal Motor Freight,250.0,vhigh,6110,36.76,37.94,18,96.9
S00072,2025-07-06,CLT-ATL,Palmetto Freight Systems,200.0,vhigh,2741,46.51,43.92,18,105.9
S00071,2025-05-13,CLT-ATL,Palmetto Freight Systems,175.0,vhigh,1659,47.87,43.92,18,109.0
S00480,2025-02-22,ATL-EWR,Palmetto Freight Systems,77.5,mid,3474,18.22,16.38,19,111.2
S00485,2025-12-21,ATL-EWR,Palmetto Freight Systems,110.0,mid,5518,15.22,16.38,19,92.9
S00484,2025-09-05,ATL-EWR,Palmetto Freight Systems,77.5,mid,6130,10.78,16.38,19,65.8
S00483,2025-10-23,ATL-EWR,Palmetto Freight Systems,77.5,mid,1791,17.01,16.38,19,103.8
S00578,2025-05-17,DFW-ATL,BlueRidge LTL,92.5,mid,7463,20.45,17.69,19,115.6
S00606,2025-11-12,DFW-ATL,BlueRidge LTL,92.5,mid,2376,22.77,17.69,19,128.7
S00582,2025-10-24,DFW-ATL,BlueRidge LTL,77.5,mid,5186,16.71,17.69,19,94.5
S00580,2025-01-03,DFW-ATL,BlueRidge LTL,110.0,mid,1305,31.53,17.69,19,178.2
S00593,2025-05-25,DFW-ATL,BlueRidge LTL,100.0,mid,1497,29.45,17.69,19,166.5
S00598,2025-05-17,DFW-ATL,BlueRidge LTL,85.0,mid,7441,21.07,17.69,19,119.1
S00591,2025-10-11,DFW-ATL,BlueRidge LTL,77.5,mid,7108,17.69,17.69,19,100.0
S00584,2025-03-26,DFW-ATL,BlueRidge LTL,92.5,mid,915,31.82,17.69,19,179.9
S00597,2025-11-16,DFW-ATL,BlueRidge LTL,92.5,mid,3907,24.19,17.69,19,136.7
S00588,2025-05-27,DFW-ATL,BlueRidge LTL,77.5,mid,841,28.67,17.69,19,162.1
S00227,2025-04-28,GSO-BNA,Palmetto Freight Systems,100.0,mid,7811,16.91,22.13,19,76.4
S00218,2025-01-05,GSO-BNA,Palmetto Freight Systems,77.5,mid,2189,18.16,22.13,19,82.1
S00207,2025-10-26,GSO-BNA,Palmetto Freight Systems,77.5,mid,7367,15.55,22.13,19,70.3
S00210,2025-04-26,GSO-BNA,Palmetto Freight Systems,77.5,mid,2612,16.35,22.13,19,73.9
S00226,2025-10-08,GSO-BNA,Palmetto Freight Systems,92.5,mid,2230,19.41,22.13,19,87.7
S00221,2025-12-06,GSO-BNA,Palmetto Freight Systems,77.5,mid,3230,18.97,22.13,19,85.7
S00217,2025-06-02,GSO-BNA,Palmetto Freight Systems,85.0,mid,4275,16.66,22.13,19,75.3
S00481,2025-05-12,ATL-EWR,Palmetto Freight Systems,250.0,vhigh,564,44.98,35.66,19,126.1
S00487,2025-08-12,ATL-EWR,Palmetto Freight Systems,250.0,vhigh,5344,28.06,35.66,19,78.7
S00333,2025-03-20,CLT-CMH,BlueRidge LTL,175.0,vhigh,3419,39.12,37.5,19,104.3
S00345,2025-09-16,CLT-CMH,BlueRidge LTL,250.0,vhigh,5441,37.97,37.5,19,101.3
S00325,2025-04-10,CLT-CMH,BlueRidge LTL,175.0,vhigh,7346,30.28,37.5,19,80.7
S00321,2025-01-09,CLT-CMH,BlueRidge LTL,175.0,vhigh,5384,32.41,37.5,19,86.4
S00334,2025-09-27,CLT-CMH,BlueRidge LTL,175.0,vhigh,6069,32.17,37.5,19,85.8
S00153,2025-07-13,GSO-BNA,Piedmont Freight Line,250.0,vhigh,3851,40.04,39.1,19,102.4
S00161,2025-05-04,GSO-BNA,Piedmont Freight Line,175.0,vhigh,5695,27.88,39.1,19,71.3
S00151,2025-04-24,GSO-BNA,Piedmont Freight Line,200.0,vhigh,1955,44.84,39.1,19,114.7
S00199,2025-01-25,GSO-BNA,BlueRidge LTL,175.0,vhigh,773,50.1,40.04,19,125.1
S00197,2025-09-19,GSO-BNA,BlueRidge LTL,175.0,vhigh,4816,39.1,40.04,19,97.7
S00202,2025-10-27,GSO-BNA,BlueRidge LTL,175.0,vhigh,5134,35.29,40.04,19,88.1
S00067,2025-11-11,CLT-ATL,BlueRidge LTL,250.0,vhigh,3584,61.78,45.65,19,135.3
S00477,2025-04-03,ATL-EWR,Palmetto Freight Systems,65.0,low,4714,16.11,12.93,21,124.6
S00482,2025-01-19,ATL-EWR,Palmetto Freight Systems,70.0,low,5999,13.99,12.93,21,108.2
S00486,2025-10-10,ATL-EWR,Palmetto Freight Systems,50.0,low,7435,9.04,12.93,21,69.9
S00478,2025-03-24,ATL-EWR,Palmetto Freight Systems,70.0,low,925,19.23,12.93,21,148.7
S00215,2025-03-05,GSO-BNA,Palmetto Freight Systems,60.0,low,1545,20.39,14.46,21,141.0
S00219,2025-02-24,GSO-BNA,Palmetto Freight Systems,55.0,low,5089,11.9,14.46,21,82.3
S00223,2025-01-31,GSO-BNA,Palmetto Freight Systems,50.0,low,673,15.94,14.46,21,110.2
S00211,2025-07-20,GSO-BNA,Palmetto Freight Systems,60.0,low,3279,14.88,14.46,21,102.9
S00216,2025-03-13,GSO-BNA,Palmetto Freight Systems,65.0,low,4287,19.5,14.46,21,134.9
S00228,2025-10-24,GSO-BNA,Palmetto Freight Systems,65.0,low,2448,14.75,14.46,21,102.0
S00205,2025-02-01,GSO-BNA,Palmetto Freight Systems,70.0,low,6634,15.56,14.46,21,107.6
S00208,2025-10-26,GSO-BNA,Palmetto Freight Systems,60.0,low,5443,12.83,14.46,21,88.7
S00488,2025-08-29,ATL-EWR,Crossroads Freight Co,85.0,mid,2154,15.71,17.01,21,92.4
S00491,2025-09-05,ATL-EWR,Crossroads Freight Co,85.0,mid,7484,13.87,17.01,21,81.5
S00500,2025-05-24,ORD-CLT,Piedmont Freight Line,55.0,low,7422,11.67,17.44,21,66.9
S00501,2025-01-23,ORD-CLT,Piedmont Freight Line,70.0,low,5889,13.13,17.44,21,75.3
S00499,2025-04-13,ORD-CLT,Piedmont Freight Line,65.0,low,2784,15.96,17.44,21,91.5
S00495,2025-08-15,ORD-CLT,Piedmont Freight Line,65.0,low,1986,19.23,17.44,21,110.3
S00158,2025-03-18,GSO-BNA,Piedmont Freight Line,92.5,mid,1295,24.95,19.61,21,127.2
S00154,2025-10-18,GSO-BNA,Piedmont Freight Line,85.0,mid,5065,15.92,19.61,21,81.2
S00152,2025-05-15,GSO-BNA,Piedmont Freight Line,110.0,mid,7168,19.99,19.61,21,101.9
S00155,2025-08-26,GSO-BNA,Piedmont Freight Line,100.0,mid,159,36.74,19.61,21,187.4
S00160,2025-12-14,GSO-BNA,Piedmont Freight Line,85.0,mid,1726,22.61,19.61,21,115.3
S00291,2025-01-01,ATL-MCO,Crossroads Freight Co,92.5,mid,7274,19.37,22.54,21,85.9
S00287,2025-11-01,ATL-MCO,Crossroads Freight Co,92.5,mid,3837,19.87,22.54,21,88.2
S00286,2025-06-25,ATL-MCO,Crossroads Freight Co,77.5,mid,508,26.02,22.54,21,115.4
S00986,2025-08-19,JFK-BOS,Cardinal Motor Freight,85.0,mid,6033,20.72,31.46,21,65.9
S00977,2025-03-28,JFK-BOS,Cardinal Motor Freight,85.0,mid,393,44.35,31.46,21,141.0
S00978,2025-08-22,JFK-BOS,Cardinal Motor Freight,77.5,mid,4717,24.77,31.46,21,78.7
S00981,2025-06-19,JFK-BOS,Cardinal Motor Freight,110.0,mid,1787,36.89,31.46,21,117.3
S00982,2025-06-12,JFK-BOS,Cardinal Motor Freight,100.0,mid,3641,30.77,31.46,21,97.8
S00980,2025-07-25,JFK-BOS,Cardinal Motor Freight,92.5,mid,1560,33.34,31.46,21,106.0
S00985,2025-05-02,JFK-BOS,Cardinal Motor Freight,77.5,mid,3117,24.74,31.46,21,78.6
S00234,2025-07-30,GSO-BNA,Crossroads Freight Co,175.0,vhigh,5985,31.53,40.04,21,78.7
S00231,2025-10-11,GSO-BNA,Crossroads Freight Co,110.0,mid,6555,21.13,19.96,22,105.9
S00236,2025-09-09,GSO-BNA,Crossroads Freight Co,110.0,mid,5311,19.32,19.96,22,96.8
S00235,2025-02-06,GSO-BNA,Crossroads Freight Co,100.0,mid,6124,19.61,19.96,22,98.2
S00230,2025-12-29,GSO-BNA,Crossroads Freight Co,77.5,mid,2299,18.94,19.96,22,94.9
S01020,2025-01-12,JFK-BOS,Palmetto Freight Systems,110.0,mid,471,49.51,30.77,23,160.9
S01019,2025-12-24,JFK-BOS,Palmetto Freight Systems,100.0,mid,1007,34.43,30.77,23,111.9
S01021,2025-05-11,JFK-BOS,Palmetto Freight Systems,92.5,mid,5731,19.85,30.77,23,64.5
S01017,2025-05-29,JFK-BOS,Palmetto Freight Systems,77.5,mid,3732,23.73,30.77,23,77.1
S01022,2025-12-13,JFK-BOS,Palmetto Freight Systems,92.5,mid,1990,31.53,30.77,23,102.5
S00686,2025-01-03,ORD-DFW,Cardinal Motor Freight,65.0,low,3330,12.48,12.63,24,98.8
S00698,2025-06-17,ORD-DFW,Cardinal Motor Freight,65.0,low,1044,13.73,12.63,24,108.7
S00687,2025-03-21,ORD-DFW,Cardinal Motor Freight,55.0,low,4829,11.21,12.63,24,88.8
S00670,2025-10-06,ORD-DFW,Cardinal Motor Freight,65.0,low,4906,13.74,12.63,24,108.8
S00671,2025-01-21,ORD-DFW,Cardinal Motor Freight,50.0,low,4612,11.21,12.63,24,88.8
S00694,2025-07-27,ORD-DFW,Cardinal Motor Freight,70.0,low,4616,15.02,12.63,24,118.9
S00691,2025-04-25,ORD-DFW,Cardinal Motor Freight,60.0,low,2244,14.0,12.63,24,110.8
S00679,2025-10-01,ORD-DFW,Cardinal Motor Freight,50.0,low,6836,9.3,12.63,24,73.6
S00677,2025-11-05,ORD-DFW,Cardinal Motor Freight,50.0,low,1823,13.54,12.63,24,107.2
S00683,2025-04-08,ORD-DFW,Cardinal Motor Freight,70.0,low,4184,15.0,12.63,24,118.8
S00692,2025-11-13,ORD-DFW,Cardinal Motor Freight,60.0,low,5139,10.44,12.63,24,82.7
S00689,2025-05-14,ORD-DFW,Cardinal Motor Freight,55.0,low,1136,13.04,12.63,24,103.2
S00684,2025-01-18,ORD-DFW,Cardinal Motor Freight,65.0,low,1958,16.3,12.63,24,129.1
S00695,2025-01-19,ORD-DFW,Cardinal Motor Freight,60.0,low,3874,13.41,12.63,24,106.2
S00834,2025-07-27,LAX-PHX,Crossroads Freight Co,50.0,low,761,18.28,14.93,24,122.4
S00831,2025-01-01,LAX-PHX,Crossroads Freight Co,50.0,low,2640,12.28,14.93,24,82.3
S00858,2025-04-15,LAX-PHX,Crossroads Freight Co,55.0,low,7993,11.66,14.93,24,78.1
S00851,2025-05-04,LAX-PHX,Crossroads Freight Co,65.0,low,1933,22.17,14.93,24,148.5
S00847,2025-04-06,LAX-PHX,Crossroads Freight Co,70.0,low,476,28.58,14.93,24,191.4
S00846,2025-10-22,LAX-PHX,Crossroads Freight Co,65.0,low,2756,19.65,14.93,24,131.6
S00848,2025-05-17,LAX-PHX,Crossroads Freight Co,50.0,low,1980,18.66,14.93,24,125.0
S00832,2025-02-26,LAX-PHX,Crossroads Freight Co,65.0,low,7648,14.11,14.93,24,94.5
S00833,2025-03-03,LAX-PHX,Crossroads Freight Co,65.0,low,6577,14.65,14.93,24,98.1
S00204,2025-10-15,GSO-BNA,BlueRidge LTL,92.5,mid,6183,19.83,19.61,24,101.1
S00201,2025-12-16,GSO-BNA,BlueRidge LTL,110.0,mid,2764,28.4,19.61,24,144.8
S00918,2025-02-13,DFW-IAH,BlueRidge LTL,77.5,mid,6970,21.69,28.0,24,77.5
S00931,2025-02-14,DFW-IAH,BlueRidge LTL,85.0,mid,7387,23.31,28.0,24,83.2
S00928,2025-11-13,DFW-IAH,BlueRidge LTL,77.5,mid,5397,20.67,28.0,24,73.8
S00906,2025-10-09,DFW-IAH,BlueRidge LTL,100.0,mid,5801,28.73,28.0,24,102.6
S00912,2025-07-17,DFW-IAH,BlueRidge LTL,92.5,mid,4545,26.51,28.0,24,94.7
S00932,2025-07-01,DFW-IAH,BlueRidge LTL,77.5,mid,3845,24.34,28.0,24,86.9
S00925,2025-05-13,DFW-IAH,BlueRidge LTL,92.5,mid,762,40.66,28.0,24,145.2
S00913,2025-12-01,DFW-IAH,BlueRidge LTL,100.0,mid,1912,34.53,28.0,24,123.3
S00909,2025-05-11,DFW-IAH,BlueRidge LTL,92.5,mid,1186,33.66,28.0,24,120.2
S00910,2025-03-27,DFW-IAH,BlueRidge LTL,92.5,mid,3887,31.77,28.0,24,113.5
S00915,2025-12-22,DFW-IAH,BlueRidge LTL,100.0,mid,6996,26.49,28.0,24,94.6
S00889,2025-03-30,DFW-IAH,Piedmont Freight Line,85.0,mid,5028,20.99,28.73,24,73.1
S00866,2025-09-04,DFW-IAH,Piedmont Freight Line,110.0,mid,7731,24.73,28.73,24,86.1
S00865,2025-12-07,DFW-IAH,Piedmont Freight Line,100.0,mid,4143,28.84,28.73,24,100.4
S00887,2025-03-29,DFW-IAH,Piedmont Freight Line,100.0,mid,6763,22.94,28.73,24,79.8
S00873,2025-12-11,DFW-IAH,Piedmont Freight Line,77.5,mid,1650,26.04,28.73,24,90.6
S00864,2025-10-18,DFW-IAH,Piedmont Freight Line,92.5,mid,2769,28.0,28.73,24,97.5
S00886,2025-05-09,DFW-IAH,Piedmont Freight Line,100.0,mid,2925,26.93,28.73,24,93.7
S00880,2025-01-19,DFW-IAH,Piedmont Freight Line,77.5,mid,5284,20.03,28.73,24,69.7
S00869,2025-05-21,DFW-IAH,Piedmont Freight Line,100.0,mid,2748,28.05,28.73,24,97.6
S00871,2025-12-16,DFW-IAH,Piedmont Freight Line,85.0,mid,714,33.73,28.73,24,117.4
S00888,2025-09-15,DFW-IAH,Piedmont Freight Line,77.5,mid,5596,17.29,28.73,24,60.2
S00777,2025-02-10,LAX-PHX,Piedmont Freight Line,70.0,low,1725,19.66,14.95,25,131.5
S00756,2025-04-16,LAX-PHX,Piedmont Freight Line,60.0,low,6630,11.73,14.95,25,78.5
S00761,2025-12-08,LAX-PHX,Piedmont Freight Line,60.0,low,5198,12.73,14.95,25,85.2
S00769,2025-11-17,LAX-PHX,Piedmont Freight Line,65.0,low,4525,16.16,14.95,25,108.1
S00766,2025-12-13,LAX-PHX,Piedmont Freight Line,70.0,low,980,20.74,14.95,25,138.7
S00772,2025-09-07,LAX-PHX,Piedmont Freight Line,50.0,low,7570,11.33,14.95,25,75.8
S00759,2025-03-18,LAX-PHX,Piedmont Freight Line,70.0,low,7633,14.1,14.95,25,94.3
S00762,2025-02-02,LAX-PHX,Piedmont Freight Line,70.0,low,3721,18.11,14.95,25,121.1
S00306,2025-12-19,CLT-CMH,Cardinal Motor Freight,55.0,low,2185,15.38,16.19,25,95.0
S00318,2025-05-29,CLT-CMH,Cardinal Motor Freight,50.0,low,6790,10.39,16.19,25,64.2
S00300,2025-05-05,CLT-CMH,Cardinal Motor Freight,50.0,low,2865,13.69,16.19,25,84.6
S00304,2025-12-26,CLT-CMH,Cardinal Motor Freight,70.0,low,7653,13.14,16.19,25,81.2
S00297,2025-01-29,CLT-CMH,Cardinal Motor Freight,50.0,low,1846,18.04,16.19,25,111.4
S00317,2025-10-23,CLT-CMH,Cardinal Motor Freight,60.0,low,1725,20.28,16.19,25,125.3
S00308,2025-05-25,CLT-CMH,Cardinal Motor Freight,60.0,low,7060,12.01,16.19,25,74.2
S00313,2025-12-30,CLT-CMH,Cardinal Motor Freight,60.0,low,7171,11.07,16.19,25,68.4
S00316,2025-01-04,CLT-CMH,Cardinal Motor Freight,70.0,low,2965,18.75,16.19,25,115.8
S00303,2025-11-01,CLT-CMH,Cardinal Motor Freight,65.0,low,929,19.95,16.19,25,123.2
S00295,2025-10-27,CLT-CMH,Cardinal Motor Freight,55.0,low,1240,18.16,16.19,25,112.2
S00566,2025-05-10,DFW-ATL,Piedmont Freight Line,85.0,mid,4494,20.2,20.45,25,98.8
S00565,2025-08-28,DFW-ATL,Piedmont Freight Line,85.0,mid,2527,20.07,20.45,25,98.1
S00574,2025-08-26,DFW-ATL,Piedmont Freight Line,100.0,mid,1829,28.32,20.45,25,138.5
S00572,2025-04-01,DFW-ATL,Piedmont Freight Line,77.5,mid,7317,14.62,20.45,25,71.5
S00323,2025-08-21,CLT-CMH,BlueRidge LTL,100.0,mid,6112,21.54,21.45,25,100.4
S00344,2025-11-27,CLT-CMH,BlueRidge LTL,110.0,mid,6800,22.52,21.45,25,105.0
S00322,2025-05-11,CLT-CMH,BlueRidge LTL,85.0,mid,3890,21.37,21.45,25,99.6
S00335,2025-01-22,CLT-CMH,BlueRidge LTL,77.5,mid,5211,18.18,21.45,25,84.8
S00347,2025-06-17,CLT-CMH,BlueRidge LTL,77.5,mid,4307,20.2,21.45,25,94.2
S00331,2025-07-02,CLT-CMH,BlueRidge LTL,100.0,mid,2489,25.55,21.45,25,119.1
S00330,2025-09-04,CLT-CMH,BlueRidge LTL,85.0,mid,2145,21.05,21.45,25,98.1
S00327,2025-02-17,CLT-CMH,BlueRidge LTL,85.0,mid,4728,19.1,21.45,25,89.0
S00336,2025-11-29,CLT-CMH,BlueRidge LTL,77.5,mid,6288,15.87,21.45,25,74.0
S00329,2025-01-02,CLT-CMH,BlueRidge LTL,92.5,mid,7718,19.43,21.45,25,90.6
S00348,2025-11-24,CLT-CMH,BlueRidge LTL,110.0,mid,1565,28.95,21.45,25,135.0
S00343,2025-02-21,CLT-CMH,BlueRidge LTL,92.5,mid,7550,19.74,21.45,25,92.0
S00342,2025-08-01,CLT-CMH,BlueRidge LTL,100.0,mid,7508,21.09,21.45,25,98.3
S00332,2025-11-10,CLT-CMH,BlueRidge LTL,100.0,mid,3886,24.81,21.45,25,115.7
S00328,2025-11-29,CLT-CMH,BlueRidge LTL,100.0,mid,6765,20.25,21.45,25,94.4
S00198,2025-11-27,GSO-BNA,BlueRidge LTL,50.0,low,274,23.16,14.46,26,160.2
S00196,2025-04-04,GSO-BNA,BlueRidge LTL,50.0,low,1550,18.28,14.46,26,126.4
S00200,2025-03-26,GSO-BNA,BlueRidge LTL,70.0,low,698,24.38,14.46,26,168.6
S00156,2025-01-27,GSO-BNA,Piedmont Freight Line,70.0,low,2261,18.14,14.88,26,121.9
S00157,2025-06-25,GSO-BNA,Piedmont Freight Line,55.0,low,3917,13.09,14.88,26,88.0
S00159,2025-02-18,GSO-BNA,Piedmont Freight Line,50.0,low,4543,12.74,14.88,26,85.6
S00800,2025-03-12,LAX-PHX,Cardinal Motor Freight,50.0,low,7125,12.61,14.93,26,84.5
S00781,2025-01-21,LAX-PHX,Cardinal Motor Freight,65.0,low,2514,16.02,14.93,26,107.3
S00792,2025-02-12,LAX-PHX,Cardinal Motor Freight,65.0,low,867,21.34,14.93,26,142.9
S00793,2025-02-27,LAX-PHX,Cardinal Motor Freight,65.0,low,4466,18.64,14.93,26,124.8
S00808,2025-09-28,LAX-PHX,Cardinal Motor Freight,70.0,low,2806,18.67,14.93,26,125.1
S00807,2025-12-01,LAX-PHX,Cardinal Motor Freight,50.0,low,4401,12.69,14.93,26,85.0
S00797,2025-11-13,LAX-PHX,Cardinal Motor Freight,50.0,low,3542,13.97,14.93,26,93.6
S00094,2025-07-26,CLT-ATL,Palmetto Freight Systems,70.0,low,3967,21.17,20.22,26,104.7
S00004,2025-08-16,CLT-ATL,Piedmont Freight Line,60.0,low,6204,15.89,20.22,26,78.6
S00075,2025-03-30,CLT-ATL,Palmetto Freight Systems,60.0,low,5749,16.68,20.22,26,82.5
S00090,2025-06-07,CLT-ATL,Palmetto Freight Systems,50.0,low,3223,15.65,20.22,26,77.4
S00091,2025-10-15,CLT-ATL,Palmetto Freight Systems,60.0,low,5077,14.87,20.22,26,73.5
S00009,2025-04-29,CLT-ATL,Piedmont Freight Line,55.0,low,5051,14.7,20.22,26,72.7
S00026,2025-05-17,CLT-ATL,Piedmont Freight Line,50.0,low,741,24.19,20.22,26,119.6
S00016,2025-08-24,CLT-ATL,Piedmont Freight Line,60.0,low,4788,19.77,20.22,26,97.8
S00069,2025-05-27,CLT-ATL,Palmetto Freight Systems,70.0,low,2877,23.57,20.22,26,116.6
S00005,2025-05-20,CLT-ATL,Piedmont Freight Line,55.0,low,898,26.74,20.22,26,132.2
S00089,2025-03-26,CLT-ATL,Palmetto Freight Systems,55.0,low,6560,11.82,20.22,26,58.5
S00093,2025-10-19,CLT-ATL,Palmetto Freight Systems,70.0,low,7032,20.89,20.22,26,103.3
S00022,2025-07-05,CLT-ATL,Piedmont Freight Line,65.0,low,3026,18.71,20.22,26,92.5
S00081,2025-03-04,CLT-ATL,Palmetto Freight Systems,70.0,low,7861,18.04,20.22,26,89.2
S00013,2025-07-13,CLT-ATL,Piedmont Freight Line,50.0,low,1312,20.24,20.22,26,100.1
S00028,2025-04-19,CLT-ATL,Piedmont Freight Line,55.0,low,2682,20.03,20.22,26,99.1
S00082,2025-03-16,CLT-ATL,Palmetto Freight Systems,60.0,low,6593,14.81,20.22,26,73.2
S00088,2025-08-03,CLT-ATL,Palmetto Freight Systems,70.0,low,1613,31.56,20.22,26,156.1
S00017,2025-07-17,CLT-ATL,Piedmont Freight Line,65.0,low,7533,17.42,20.22,26,86.2
S00024,2025-12-30,CLT-ATL,Piedmont Freight Line,70.0,low,1956,25.41,20.22,26,125.7
S00054,2025-12-29,CLT-ATL,Cardinal Motor Freight,110.0,mid,245,52.68,26.39,26,199.6
S00053,2025-06-09,CLT-ATL,Cardinal Motor Freight,100.0,mid,5992,23.01,26.39,26,87.2
S00051,2025-05-01,CLT-ATL,Cardinal Motor Freight,100.0,mid,4796,33.09,26.39,26,125.4
S00035,2025-07-26,CLT-ATL,Cardinal Motor Freight,92.5,mid,7486,23.38,26.39,26,88.6
S00033,2025-06-06,CLT-ATL,Cardinal Motor Freight,85.0,mid,1236,27.96,26.39,26,105.9
S00044,2025-02-07,CLT-ATL,Cardinal Motor Freight,85.0,mid,7456,18.72,26.39,26,70.9
S00043,2025-07-31,CLT-ATL,Cardinal Motor Freight,100.0,mid,4451,33.84,26.39,26,128.2
S00049,2025-02-23,CLT-ATL,Cardinal Motor Freight,110.0,mid,6720,27.04,26.39,26,102.5
S00046,2025-06-13,CLT-ATL,Cardinal Motor Freight,100.0,mid,2656,30.12,26.39,26,114.1
S00042,2025-10-21,CLT-ATL,Cardinal Motor Freight,85.0,mid,1077,33.19,26.39,26,125.8
S00039,2025-10-27,CLT-ATL,Cardinal Motor Freight,92.5,mid,7559,24.83,26.39,26,94.1
S00970,2025-09-21,DFW-IAH,Crossroads Freight Co,77.5,mid,4618,28.87,26.49,26,109.0
S00952,2025-10-15,DFW-IAH,Crossroads Freight Co,92.5,mid,1035,36.0,26.49,26,135.9
S00962,2025-05-17,DFW-IAH,Crossroads Freight Co,85.0,mid,525,37.6,26.49,26,141.9
S00961,2025-03-12,DFW-IAH,Crossroads Freight Co,100.0,mid,1093,42.54,26.49,26,160.6
S00958,2025-05-24,DFW-IAH,Crossroads Freight Co,110.0,mid,6599,32.3,26.49,26,121.9
S00954,2025-07-02,DFW-IAH,Crossroads Freight Co,100.0,mid,5177,28.3,26.49,26,106.8
S00956,2025-02-08,DFW-IAH,Crossroads Freight Co,110.0,mid,7696,23.93,26.49,26,90.3
S00963,2025-09-02,DFW-IAH,Crossroads Freight Co,110.0,mid,7979,29.82,26.49,26,112.6
S00965,2025-09-04,DFW-IAH,Crossroads Freight Co,77.5,mid,3862,25.18,26.49,26,95.1
S00020,2025-07-31,CLT-ATL,Piedmont Freight Line,92.5,mid,7118,22.65,27.38,26,82.7
S00008,2025-02-28,CLT-ATL,Piedmont Freight Line,85.0,mid,3371,24.51,27.38,26,89.5
S00012,2025-07-01,CLT-ATL,Piedmont Freight Line,92.5,mid,5668,20.43,27.38,26,74.6
S00015,2025-09-11,CLT-ATL,Piedmont Freight Line,92.5,mid,3841,26.41,27.38,26,96.5
S00023,2025-06-29,CLT-ATL,Piedmont Freight Line,77.5,mid,2231,24.02,27.38,26,87.7
S00010,2025-10-26,CLT-ATL,Piedmont Freight Line,85.0,mid,7184,20.15,27.38,26,73.6
S00014,2025-09-23,CLT-ATL,Piedmont Freight Line,110.0,mid,7887,26.03,27.38,26,95.1
S00029,2025-11-21,CLT-ATL,Piedmont Freight Line,110.0,mid,6509,26.24,27.38,26,95.8
S00027,2025-07-09,CLT-ATL,Piedmont Freight Line,110.0,mid,7498,26.39,27.38,26,96.4
S00018,2025-03-30,CLT-ATL,Piedmont Freight Line,110.0,mid,2174,27.23,27.38,26,99.5
S00011,2025-03-03,CLT-ATL,Piedmont Freight Line,100.0,mid,2542,28.95,27.38,26,105.7
S00972,2025-07-12,JFK-BOS,Piedmont Freight Line,110.0,mid,6987,26.22,31.46,26,83.3
